Chromosome	81616	129181	1	1	0	1	0	14
Chromosome	102382	113133	2	2	0	1	0	13
Chromosome	108490	227353	1	1	0	0	5	12
Chromosome	110421	111981	1	1	0	0	1	15
Chromosome	112092	112144	2	2	0	0	1	15
Chromosome	112503	126590	2	2	0	0	1	14
Chromosome	131954	132603	1	3	0	1	0	25
Chromosome	133173	154055	1	1	0	1	0	12
Chromosome	145153	152677	1	1	0	0	1	13
Chromosome	162199	167211	2	2	0	1	0	23
Chromosome	191659	200437	1	1	0	0	1	17
Chromosome	193529	193708	2	2	0	1	0	29
Chromosome	193790	231725	2	2	0	1	0	19
Chromosome	195945	211427	2	2	0	0	1	13
Chromosome	201201	229258	1	1	0	0	1	12
Chromosome	202517	230011	2	2	0	1	0	12
Chromosome	205084	234833	1	3	0	1	0	13
Chromosome	207925	4986049	2	2	0	22	2	13
Chromosome	216803	231003	2	2	0	0	1	12
Chromosome	217861	231009	2	2	0	0	7	12
Chromosome	218663	258566	1	1	0	0	2	12
Chromosome	220001	230075	2	2	0	0	3	12
Chromosome	227286	228041	1	1	0	0	1	15
Chromosome	227521	228032	2	4	0	0	1	38
Chromosome	227535	1242476	1	1	0	148	6	13
Chromosome	227733	1769073	2	4	0	0	4	12
Chromosome	227935	1804190	1	1	0	0	20	15
Chromosome	227935	3251931	1	1	0	0	11	15
Chromosome	229259	229363	1	1	0	0	1	28
Chromosome	229830	1328877	2	2	0	0	4	13
Chromosome	229830	5282172	2	2	0	0	10	18
Chromosome	229835	266556	1	1	0	1	0	13
Chromosome	229855	3603155	2	2	0	1	3	14
Chromosome	229862	1989568	2	2	0	7	0	12
Chromosome	230230	1160702	2	2	0	963	185	13
Chromosome	230952	2516747	1	1	0	17	6	14
Chromosome	231064	450700	1	1	0	0	6	12
Chromosome	231064	3067317	1	1	0	0	4	15
Chromosome	231173	461540	2	2	0	0	4	12
Chromosome	231173	554940	2	2	0	17	29	13
Chromosome	231717	1169575	2	2	0	0	5	17
Chromosome	231717	1769875	2	2	0	0	7	18
Chromosome	287349	321239	2	2	0	0	1	14
Chromosome	302705	1092492	2	2	0	2	2	14
Chromosome	308267	309321	1	1	0	0	1	14
Chromosome	357605	3447833	2	2	0	0	25	12
Chromosome	357605	4160235	2	2	0	0	25	12
Chromosome	411108	411201	1	1	0	2	0	48
Chromosome	411108	411295	1	1	0	1	0	48
Chromosome	411202	411389	1	1	0	0	1	30
Chromosome	411202	411576	1	1	0	0	2	41
Chromosome	411202	411670	1	1	0	0	1	30
Chromosome	411484	411576	1	1	0	0	2	41
Chromosome	411484	411670	1	1	0	0	1	30
Chromosome	473485	491422	2	2	0	0	1	14
Chromosome	480120	513914	2	2	0	1	0	12
Chromosome	490049	517179	1	1	0	1	0	14
Chromosome	496891	517161	1	1	0	0	1	15
Chromosome	499066	499099	2	4	0	1	0	43
Chromosome	504494	549410	2	2	0	1	0	15
Chromosome	513786	513830	1	1	0	1	0	44
Chromosome	524200	533351	2	2	0	0	1	12
Chromosome	715590	3447431	1	1	0	0	4	12
Chromosome	734746	734934	2	4	0	1	0	39
Chromosome	747015	747226	2	4	0	1	0	43
Chromosome	749857	749913	0	0	0	3	3	47
Chromosome	776616	776727	2	2	0	1	0	37
Chromosome	776668	776780	2	2	0	1	0	12
Chromosome	776879	777157	2	2	0	1	0	26
Chromosome	776931	777039	2	2	0	23	0	30
Chromosome	776931	777244	2	2	0	1	0	40
Chromosome	777002	777054	1	3	0	1	0	48
Chromosome	806483	4738211	2	2	0	0	33	12
Chromosome	806483	4834707	2	2	0	0	33	12
Chromosome	806483	4978888	2	2	0	0	33	12
Chromosome	806483	5019914	2	2	0	0	32	12
Chromosome	861935	861985	1	3	0	1	0	47
Chromosome	863889	863915	2	2	0	1	0	38
Chromosome	865011	865200	2	2	0	9	3	46
Chromosome	865011	865406	2	2	0	0	3	21
Chromosome	865011	865628	2	2	0	0	2	17
Chromosome	865032	865220	1	1	0	4	0	43
Chromosome	865032	865513	1	1	0	0	1	49
Chromosome	865056	865245	2	2	0	0	2	48
Chromosome	865064	865272	1	1	0	2	0	24
Chromosome	865068	865272	1	1	0	3	90	40
Chromosome	865083	865286	1	1	0	0	1	29
Chromosome	865083	865291	1	1	0	1	0	23
Chromosome	865105	865310	1	3	0	0	1	47
Chromosome	865118	865322	2	2	0	10	5	45
Chromosome	865137	865190	1	3	0	1	0	31
Chromosome	865183	865389	1	1	0	0	1	38
Chromosome	865183	865611	1	1	0	0	1	38
Chromosome	865200	865406	2	2	0	0	5	40
Chromosome	865200	865628	2	2	0	0	4	40
Chromosome	865221	865513	1	1	0	0	1	49
Chromosome	865254	865334	1	1	0	1	0	35
Chromosome	865406	865628	2	2	0	3	0	35
Chromosome	865427	865513	1	1	0	0	1	49
Chromosome	874734	874773	2	2	0	1	0	29
Chromosome	898559	2144490	2	2	0	10	7	15
Chromosome	908353	1656014	1	1	0	0	5	12
Chromosome	916528	3879940	1	1	0	13	2	12
Chromosome	960418	972161	2	2	0	0	1	16
Chromosome	1028872	2060986	1	1	0	0	5	12
Chromosome	1054554	1065796	1	1	0	0	1	13
Chromosome	1066576	1066614	1	1	0	0	1	29
Chromosome	1092242	1092496	2	2	0	0	2	14
Chromosome	1092263	1131968	1	1	0	0	1	12
Chromosome	1092836	1109961	1	1	0	0	1	15
Chromosome	1092836	5253930	1	1	0	3	1	13
Chromosome	1122826	1137072	2	2	0	0	1	12
Chromosome	1174773	1551395	2	2	0	0	4	34
Chromosome	1188997	1382816	0	0	0	0	3	47
Chromosome	1189036	1382855	0	0	0	0	3	42
Chromosome	1256935	1257321	1	1	0	0	1	12
Chromosome	1266659	1352162	2	2	0	0	2	12
Chromosome	1349502	1506515	2	2	0	0	4	13
Chromosome	1351748	1621776	1	1	0	0	5	15
Chromosome	1383497	1427677	2	2	0	0	1	12
Chromosome	1385767	3897062	2	2	0	3	1	14
Chromosome	1385780	2232253	2	2	0	3	3	12
Chromosome	1397446	1397466	0	0	0	39	0	49
Chromosome	1407804	1431185	2	2	0	0	1	13
Chromosome	1429744	1450072	1	1	0	0	1	12
Chromosome	1466699	1475062	1	1	0	1	0	14
Chromosome	1492633	1506532	2	4	0	1	0	13
Chromosome	1500626	1510849	1	1	0	0	1	18
Chromosome	1508885	1528328	1	1	0	1	0	12
Chromosome	1555125	1555152	2	4	0	0	1	41
Chromosome	1616542	1617213	1	1	0	0	1	12
Chromosome	1658549	1808088	0	0	0	0	3	47
Chromosome	1658588	1808127	0	0	0	0	3	42
Chromosome	1685113	1685177	1	1	0	2	0	19
Chromosome	1704053	1707102	2	2	0	0	1	15
Chromosome	1707045	1767341	1	1	0	0	2	12
Chromosome	1710738	1719346	2	2	0	0	1	14
Chromosome	1712251	1716479	2	2	0	1	0	17
Chromosome	1732162	1732339	2	2	0	0	1	48
Chromosome	1732262	1732389	0	0	0	4	0	35
Chromosome	1732351	1732636	2	2	0	1	1	12
Chromosome	1732487	1732690	2	2	0	1	0	28
Chromosome	1732572	1732743	2	2	0	7	0	42
Chromosome	1732580	1732759	2	2	0	1	0	32
Chromosome	1732709	1732764	1	1	0	1	0	26
Chromosome	1743964	1764010	1	1	0	0	1	16
Chromosome	1754804	1754838	0	0	0	5	0	35
Chromosome	1769357	1769384	1	3	0	1	0	36
