Chromosome	1527	1560	1	1	0	1	0	25
Chromosome	2102	26951	2	2	0	0	1	14
Chromosome	32485	334497	1	1	0	0	6	12
Chromosome	59064	59084	2	4	0	1	0	33
Chromosome	112092	112144	2	2	0	1	0	42
Chromosome	130629	130932	1	1	0	0	1	27
Chromosome	146457	190512	1	1	0	1	0	43
Chromosome	146983	193790	2	2	0	1	0	16
Chromosome	150698	194041	1	1	0	0	1	12
Chromosome	159418	193669	2	2	0	0	1	12
Chromosome	159418	193677	2	2	0	1	0	13
Chromosome	164856	205735	2	2	0	1	0	36
Chromosome	167424	193832	2	4	0	0	1	12
Chromosome	180508	203059	2	2	0	0	1	19
Chromosome	190501	204342	1	1	0	0	1	17
Chromosome	200540	223257	2	2	0	0	1	12
Chromosome	201201	229258	1	1	0	0	1	12
Chromosome	202426	214181	1	1	0	0	1	15
Chromosome	202683	2205801	2	2	0	3	1	12
Chromosome	206430	206526	1	1	0	1	0	46
Chromosome	207925	4986049	2	2	0	4	0	13
Chromosome	212589	251578	2	2	0	1	0	12
Chromosome	217861	231009	2	2	0	0	1	12
Chromosome	218663	258566	1	1	0	0	1	12
Chromosome	221029	230829	1	1	0	0	1	12
Chromosome	221986	236516	1	1	0	0	1	12
Chromosome	223806	223990	2	2	0	1	0	34
Chromosome	227152	228514	0	0	0	0	3	30
Chromosome	227535	1242476	1	1	0	8	0	12
Chromosome	230230	1160702	2	2	0	27	1	13
Chromosome	236827	250460	1	1	0	0	1	12
Chromosome	391275	391367	2	4	0	0	1	27
Chromosome	411108	411201	1	1	0	5	1	44
Chromosome	411108	411483	1	1	0	0	1	24
Chromosome	411202	411295	1	1	0	1	0	32
Chromosome	411202	411389	1	1	0	0	1	49
Chromosome	411296	411389	1	1	0	0	2	49
Chromosome	411296	411576	1	1	0	0	1	30
Chromosome	411296	411670	1	1	0	0	1	30
Chromosome	411390	411483	1	1	0	1	0	48
Chromosome	414502	414550	1	3	0	1	0	27
